"","code","year","month","day","type","acid","phosphate","OM","Mg","K","Ca","EC","jibun","sido","sigungu","addr_1","addr_2","dong","li","ymd","ym","cnt"
"2580","5011025027","2021","03","08","4",5.9,123,143,3.8,1.26,6.6,0.3,"제주특별자치도 제주시 한림읍 명월리 1560-1","제주특별자치도","제주시_한림읍","제주_한림","제주특별자치도_제주시_한림읍_명월리","한림읍","명월리",2021-03-08,2021-01-01,1
"2581","5011025027","2021","03","08","4",5.1,343,56,1.1,0.49,0.8,0.3,"제주특별자치도 제주시 한림읍 명월리 1045","제주특별자치도","제주시_한림읍","제주_한림","제주특별자치도_제주시_한림읍_명월리","한림읍","명월리",2021-03-08,2021-01-01,1
"2582","5011025027","2021","03","15","4",5.9,713,71,2.7,0.65,3.2,0.4,"제주특별자치도 제주시 한림읍 명월리 661","제주특별자치도","제주시_한림읍","제주_한림","제주특별자치도_제주시_한림읍_명월리","한림읍","명월리",2021-03-15,2021-01-01,1
"2583","5011025027","2021","03","29","4",5.7,886,96,2.8,1.23,5.3,0.3,"제주특별자치도 제주시 한림읍 명월리 641","제주특별자치도","제주시_한림읍","제주_한림","제주특별자치도_제주시_한림읍_명월리","한림읍","명월리",2021-03-29,2021-01-01,1
"2584","5011025027","2021","03","29","4",5.9,402,60,2.3,0.75,2.8,0.3,"제주특별자치도 제주시 한림읍 명월리 641","제주특별자치도","제주시_한림읍","제주_한림","제주특별자치도_제주시_한림읍_명월리","한림읍","명월리",2021-03-29,2021-01-01,1
"2585","5011025027","2021","03","29","4",5.4,396,64,1.6,0.27,1.4,0.3,"제주특별자치도 제주시 한림읍 명월리 641","제주특별자치도","제주시_한림읍","제주_한림","제주특별자치도_제주시_한림읍_명월리","한림읍","명월리",2021-03-29,2021-01-01,1
"2586","5011025027","2021","03","29","4",5.6,78,50,1.8,0.49,1.3,0.2,"제주특별자치도 제주시 한림읍 명월리 641","제주특별자치도","제주시_한림읍","제주_한림","제주특별자치도_제주시_한림읍_명월리","한림읍","명월리",2021-03-29,2021-01-01,1
"2587","5011025027","2021","03","29","4",5.8,480,54,2.1,0.53,2.3,0.2,"제주특별자치도 제주시 한림읍 명월리 641","제주특별자치도","제주시_한림읍","제주_한림","제주특별자치도_제주시_한림읍_명월리","한림읍","명월리",2021-03-29,2021-01-01,1
"2588","5011025027","2021","03","29","4",5.4,553,40,1.6,0.56,1,0.3,"제주특별자치도 제주시 한림읍 명월리 641","제주특별자치도","제주시_한림읍","제주_한림","제주특별자치도_제주시_한림읍_명월리","한림읍","명월리",2021-03-29,2021-01-01,1
"2589","5011025027","2021","05","07","4",5.5,378,74,0.7,0.42,2.2,0.2,"제주특별자치도 제주시 한림읍 명월리 657-1","제주특별자치도","제주시_한림읍","제주_한림","제주특별자치도_제주시_한림읍_명월리","한림읍","명월리",2021-05-07,2021-01-01,1
"2590","5011025027","2021","06","17","4",5.4,174,135,1.3,0.83,5,0.3,"제주특별자치도 제주시 한림읍 명월리 1283","제주특별자치도","제주시_한림읍","제주_한림","제주특별자치도_제주시_한림읍_명월리","한림읍","명월리",2021-06-17,2021-01-01,1
"2591","5011025027","2021","06","17","4",5.4,48,152,1.2,0.49,4.4,0.3,"제주특별자치도 제주시 한림읍 명월리 1349","제주특별자치도","제주시_한림읍","제주_한림","제주특별자치도_제주시_한림읍_명월리","한림읍","명월리",2021-06-17,2021-01-01,1
"2592","5011025027","2021","06","17","4",5.5,65,159,1.5,1.06,5.1,0.6,"제주특별자치도 제주시 한림읍 명월리 1350","제주특별자치도","제주시_한림읍","제주_한림","제주특별자치도_제주시_한림읍_명월리","한림읍","명월리",2021-06-17,2021-01-01,1
"2593","5011025027","2021","06","17","4",5.5,83,155,1.6,0.38,5.5,0.4,"제주특별자치도 제주시 한림읍 명월리 1351","제주특별자치도","제주시_한림읍","제주_한림","제주특별자치도_제주시_한림읍_명월리","한림읍","명월리",2021-06-17,2021-01-01,1
"2594","5011025027","2021","08","12","4",7.4,467,133.9,1.1,0.71,13.5,0.9,"제주특별자치도 제주시 한림읍 명월리 655","제주특별자치도","제주시_한림읍","제주_한림","제주특별자치도_제주시_한림읍_명월리","한림읍","명월리",2021-08-12,2021-01-01,1
"2605","5011025027","2022","02","23","4",5.3,670,83,2.3,1.12,7.1,2.62,"제주특별자치도 제주시 한림읍 명월리 1525","제주특별자치도","제주시_한림읍","제주_한림","제주특별자치도_제주시_한림읍_명월리","한림읍","명월리",2022-02-23,2022-01-01,1
"2606","5011025027","2022","02","23","4",5.2,865,76,1.6,0.73,5.8,1.28,"제주특별자치도 제주시 한림읍 명월리 86","제주특별자치도","제주시_한림읍","제주_한림","제주특별자치도_제주시_한림읍_명월리","한림읍","명월리",2022-02-23,2022-01-01,1
"2607","5011025027","2022","02","23","4",5.7,611,115,2.5,0.86,8.8,1.35,"제주특별자치도 제주시 한림읍 명월리 1520","제주특별자치도","제주시_한림읍","제주_한림","제주특별자치도_제주시_한림읍_명월리","한림읍","명월리",2022-02-23,2022-01-01,1
"2614","5011025027","2022","02","17","4",5.3,106,51,0.6,0.48,2.6,0.9,"제주특별자치도 제주시 한림읍 명월리 657","제주특별자치도","제주시_한림읍","제주_한림","제주특별자치도_제주시_한림읍_명월리","한림읍","명월리",2022-02-17,2022-01-01,1
"2615","5011025027","2022","06","07","4",5.5,503,91,2.8,1,8.5,2.03,"제주특별자치도 제주시 한림읍 명월리 661","제주특별자치도","제주시_한림읍","제주_한림","제주특별자치도_제주시_한림읍_명월리","한림읍","명월리",2022-06-07,2022-01-01,1
"2616","5011025027","2022","07","21","4",4.8,1285,109,2.4,1.96,6.6,2.18,"제주특별자치도 제주시 한림읍 명월리 697","제주특별자치도","제주시_한림읍","제주_한림","제주특별자치도_제주시_한림읍_명월리","한림읍","명월리",2022-07-21,2022-01-01,1
"2617","5011025027","2022","07","21","4",4.9,1005,75,1.9,1.86,5.2,1.13,"제주특별자치도 제주시 한림읍 명월리 737","제주특별자치도","제주시_한림읍","제주_한림","제주특별자치도_제주시_한림읍_명월리","한림읍","명월리",2022-07-21,2022-01-01,1
"2618","5011025027","2022","07","26","4",5.2,88,77,0.6,0.48,1.6,0.3,"제주특별자치도 제주시 한림읍 명월리 599","제주특별자치도","제주시_한림읍","제주_한림","제주특별자치도_제주시_한림읍_명월리","한림읍","명월리",2022-07-26,2022-01-01,1
"2634","5011025027","2022","02","11","4",5.1,542,68,1.7,0.73,4.2,1.24,"제주특별자치도 제주시 한림읍 명월리 314","제주특별자치도","제주시_한림읍","제주_한림","제주특별자치도_제주시_한림읍_명월리","한림읍","명월리",2022-02-11,2022-01-01,1
"2635","5011025027","2022","03","08","4",5.2,525,76,0.8,0.77,3.3,1.19,"제주특별자치도 제주시 한림읍 명월리 1045","제주특별자치도","제주시_한림읍","제주_한림","제주특별자치도_제주시_한림읍_명월리","한림읍","명월리",2022-03-08,2022-01-01,1
"2636","5011025027","2022","07","07","4",4.9,419,63,1,0.42,2.9,0.69,"제주특별자치도 제주시 한림읍 명월리 655","제주특별자치도","제주시_한림읍","제주_한림","제주특별자치도_제주시_한림읍_명월리","한림읍","명월리",2022-07-07,2022-01-01,1
"2642","5011025028","2020","10","21","4",6.4,1307,65,2.3,1.79,16.6,0.8,"제주특별자치도 제주시 한림읍 옹포리 145","제주특별자치도","제주시_한림읍","제주_한림","제주특별자치도_제주시_한림읍_옹포리","한림읍","옹포리",2020-10-21,2020-01-01,1
"2643","5011025028","2020","10","21","4",5.8,42,57,0.9,0.73,2.9,0.2,"제주특별자치도 제주시 한림읍 옹포리 976","제주특별자치도","제주시_한림읍","제주_한림","제주특별자치도_제주시_한림읍_옹포리","한림읍","옹포리",2020-10-21,2020-01-01,1
"2694","5011025029","2020","07","01","4",5.3,116.5,67.8,3.25,1.81,5.04,1.7,"제주특별자치도 제주시 한림읍 상대리 3676","제주특별자치도","제주시_한림읍","제주_한림","제주특별자치도_제주시_한림읍_상대리","한림읍","상대리",2020-07-01,2020-01-01,1
"2695","5011025029","2020","07","01","4",6.2,210.2,80,4.53,2.61,10.4,1.3,"제주특별자치도 제주시 한림읍 상대리 3678","제주특별자치도","제주시_한림읍","제주_한림","제주특별자치도_제주시_한림읍_상대리","한림읍","상대리",2020-07-01,2020-01-01,1
"2763","5011025029","2020","03","09","4",7,1859,55,4,2.1,11.2,1.2,"제주특별자치도 제주시 한림읍 상대리 4192","제주특별자치도","제주시_한림읍","제주_한림","제주특별자치도_제주시_한림읍_상대리","한림읍","상대리",2020-03-09,2020-01-01,1
"2764","5011025029","2020","03","09","4",6.8,1849,74,3.9,1.99,11.3,1.8,"제주특별자치도 제주시 한림읍 상대리 4192","제주특별자치도","제주시_한림읍","제주_한림","제주특별자치도_제주시_한림읍_상대리","한림읍","상대리",2020-03-09,2020-01-01,1
"2765","5011025029","2020","03","18","4",6.7,54,50,2.2,2.21,6,0.3,"제주특별자치도 제주시 한림읍 상대리 1061","제주특별자치도","제주시_한림읍","제주_한림","제주특별자치도_제주시_한림읍_상대리","한림읍","상대리",2020-03-18,2020-01-01,1
"2766","5011025029","2020","03","23","4",5.4,490,28,1.3,0.78,3.7,0.1,"제주특별자치도 제주시 한림읍 상대리 2898","제주특별자치도","제주시_한림읍","제주_한림","제주특별자치도_제주시_한림읍_상대리","한림읍","상대리",2020-03-23,2020-01-01,1
"2767","5011025029","2020","03","23","4",5.3,629,50,1.6,0.87,4.3,0.2,"제주특별자치도 제주시 한림읍 상대리 2898","제주특별자치도","제주시_한림읍","제주_한림","제주특별자치도_제주시_한림읍_상대리","한림읍","상대리",2020-03-23,2020-01-01,1
"2768","5011025029","2020","03","23","4",5,765,54,1.8,0.78,3.9,0.3,"제주특별자치도 제주시 한림읍 상대리 2898","제주특별자치도","제주시_한림읍","제주_한림","제주특별자치도_제주시_한림읍_상대리","한림읍","상대리",2020-03-23,2020-01-01,1
"2769","5011025029","2020","03","23","4",5.6,570,83,2.1,0.61,5.3,0.2,"제주특별자치도 제주시 한림읍 상대리 2898","제주특별자치도","제주시_한림읍","제주_한림","제주특별자치도_제주시_한림읍_상대리","한림읍","상대리",2020-03-23,2020-01-01,1
"2770","5011025029","2020","04","09","4",6,1055,180,4.4,2.03,27.6,1.5,"제주특별자치도 제주시 한림읍 상대리 1257","제주특별자치도","제주시_한림읍","제주_한림","제주특별자치도_제주시_한림읍_상대리","한림읍","상대리",2020-04-09,2020-01-01,1
"2771","5011025029","2020","04","09","4",5.8,1179,176,8.4,3.62,30,1.5,"제주특별자치도 제주시 한림읍 상대리 1722","제주특별자치도","제주시_한림읍","제주_한림","제주특별자치도_제주시_한림읍_상대리","한림읍","상대리",2020-04-09,2020-01-01,1
"2772","5011025029","2020","04","09","4",5.8,1179,176,8.4,3.62,30,1.5,"제주특별자치도 제주시 한림읍 상대리 1722","제주특별자치도","제주시_한림읍","제주_한림","제주특별자치도_제주시_한림읍_상대리","한림읍","상대리",2020-04-09,2020-01-01,1
"2773","5011025029","2020","04","09","4",6.5,1700,169,12.1,4.91,30,0.6,"제주특별자치도 제주시 한림읍 상대리 1728","제주특별자치도","제주시_한림읍","제주_한림","제주특별자치도_제주시_한림읍_상대리","한림읍","상대리",2020-04-09,2020-01-01,1
"2774","5011025029","2020","04","09","4",5.7,736,185,4.2,1.83,26.4,1,"제주특별자치도 제주시 한림읍 상대리 1726","제주특별자치도","제주시_한림읍","제주_한림","제주특별자치도_제주시_한림읍_상대리","한림읍","상대리",2020-04-09,2020-01-01,1
"2775","5011025029","2020","04","09","4",5.2,1439,68,2.7,2.08,7.3,1,"제주특별자치도 제주시 한림읍 상대리 1721","제주특별자치도","제주시_한림읍","제주_한림","제주특별자치도_제주시_한림읍_상대리","한림읍","상대리",2020-04-09,2020-01-01,1
"2776","5011025029","2020","04","28","4",6.1,1212,121,3.2,1.57,10,0.5,"제주특별자치도 제주시 한림읍 상대리 2525","제주특별자치도","제주시_한림읍","제주_한림","제주특별자치도_제주시_한림읍_상대리","한림읍","상대리",2020-04-28,2020-01-01,1
"2777","5011025029","2020","04","28","4",6.1,863,92,1.7,1.87,9,0.3,"제주특별자치도 제주시 한림읍 상대리 2525","제주특별자치도","제주시_한림읍","제주_한림","제주특별자치도_제주시_한림읍_상대리","한림읍","상대리",2020-04-28,2020-01-01,1
"2778","5011025029","2020","04","28","4",6.8,897,85,2.2,1.58,12.9,0.5,"제주특별자치도 제주시 한림읍 상대리 2525","제주특별자치도","제주시_한림읍","제주_한림","제주특별자치도_제주시_한림읍_상대리","한림읍","상대리",2020-04-28,2020-01-01,1
"2779","5011025029","2020","04","28","4",5.6,513,170,2.5,1.12,4.5,0.3,"제주특별자치도 제주시 한림읍 상대리 1827-1","제주특별자치도","제주시_한림읍","제주_한림","제주특별자치도_제주시_한림읍_상대리","한림읍","상대리",2020-04-28,2020-01-01,1
"2780","5011025029","2020","04","28","4",4.8,861,71,0.7,0.9,2.2,0.2,"제주특별자치도 제주시 한림읍 상대리 1827","제주특별자치도","제주시_한림읍","제주_한림","제주특별자치도_제주시_한림읍_상대리","한림읍","상대리",2020-04-28,2020-01-01,1
"2781","5011025029","2020","06","05","4",6.7,697,40,4.7,2.13,15.3,0.4,"제주특별자치도 제주시 한림읍 상대리 3770","제주특별자치도","제주시_한림읍","제주_한림","제주특별자치도_제주시_한림읍_상대리","한림읍","상대리",2020-06-05,2020-01-01,1
"2782","5011025029","2020","06","26","4",5.9,369,90,1.8,0.77,2.8,0.2,"제주특별자치도 제주시 한림읍 상대리 1738","제주특별자치도","제주시_한림읍","제주_한림","제주특별자치도_제주시_한림읍_상대리","한림읍","상대리",2020-06-26,2020-01-01,1
"2783","5011025029","2020","07","28","4",6.5,778,117,4.2,2.21,5,0.5,"제주특별자치도 제주시 한림읍 상대리 3748","제주특별자치도","제주시_한림읍","제주_한림","제주특별자치도_제주시_한림읍_상대리","한림읍","상대리",2020-07-28,2020-01-01,1
"2784","5011025029","2020","07","28","4",6.9,753,265,4.8,1.9,8.9,0.7,"제주특별자치도 제주시 한림읍 상대리 3746","제주특별자치도","제주시_한림읍","제주_한림","제주특별자치도_제주시_한림읍_상대리","한림읍","상대리",2020-07-28,2020-01-01,1
"2785","5011025029","2020","08","28","4",6,977,60,1,1.06,2.9,0.3,"제주특별자치도 제주시 한림읍 상대리 4264-1","제주특별자치도","제주시_한림읍","제주_한림","제주특별자치도_제주시_한림읍_상대리","한림읍","상대리",2020-08-28,2020-01-01,1
